Disney_Period,Text,Speaker_Status,Movie,Speaker,Year,UTTERANCE_NUMBER
LATE,there it is! ,PRINCESS,The Princess and the Frog ,tiana,2009,539
LATE,your restaurant? ,PRINCE,The Princess and the Frog ,prince naveen,2009,540
LATE,"oh, can you just picture it? all lit up like the fourth of july. ",PRINCESS,The Princess and the Frog ,tiana,2009,541
LATE,"yes, jazz pouring out from every window. ",PRINCE,The Princess and the Frog ,prince naveen,2009,542
LATE,"it should be elegant. prince naveen you should keep it loose, let it swing ",PRINCESS,The Princess and the Frog ,tiana,2009,543
LATE,you know a good ukulele player? ,PRINCESS,The Princess and the Frog ,tiana,2009,544
LATE,really? you let me perform? ,PRINCE,The Princess and the Frog ,prince naveen,2009,545
LATE,i'll talk to the owner ... owner says...yes. folks are gonna be comin' together from all walks of life just to get a taste of our food. ,PRINCESS,The Princess and the Frog ,tiana,2009,546
LATE,our food? ,PRINCE,The Princess and the Frog ,prince naveen,2009,547
LATE,"oh no, no, no. my daddy... he always wanted open this restaurant. he died before he could see it happened. but tomorrow ... with your help. our dream is finally comin' true. ",PRINCESS,The Princess and the Frog ,tiana,2009,548
LATE,tomorrow? ,PRINCE,The Princess and the Frog ,prince naveen,2009,549
LATE,"if i don't deliver that money first thing tomorrow, i lose this place forever. ",PRINCESS,The Princess and the Frog ,tiana,2009,550
LATE,"tiana, i love ... the way you light up when you talk about your dream. a dream that it is so beautiful i ... i promise ... i will do whatever it takes to make it come true. ",PRINCE,The Princess and the Frog ,prince naveen,2009,551
LATE,port of new orleans. all ashore. ,NON-P,The Princess and the Frog ,captain,2009,552
LATE,i. .. i'll go round up the boys. ,PRINCE,The Princess and the Frog ,prince naveen,2009,553
LATE,evangeline ... i've always been so sure about what i wanted. but now ... what do i do? please tell me. ,PRINCESS,The Princess and the Frog ,tiana,2009,554
LATE,"prince naveen, darlin'. you better hurry up. don't wanna be late for our mardi gras weddin'. ",NON-P,The Princess and the Frog ,charlotte,2009,555
LATE,"getting dressed just a few moments, my dear charlotte. ",NON-P,The Princess and the Frog ,lawrence,2009,556
LATE,"okay, honeylame. we'll been waitin' in the packwood. daddy, start the car! ",NON-P,The Princess and the Frog ,charlotte,2009,557
LATE,"oh, heavens ... i'm doomed. ",NON-P,The Princess and the Frog ,lawrence,2009,558
LATE,"no, larry. i'm the one who's doomed. less me get that frog's blood... ",NON-P,The Princess and the Frog ,dr. facilier,2009,559
LATE,"no! we are back in business, boys. ",NON-P,The Princess and the Frog ,dr. facilier,2009,560
LATE,get your filthy hands off me. lawrence? ,PRINCE,The Princess and the Frog ,prince naveen,2009,561
LATE,"hold still, your eminence. ",NON-P,The Princess and the Frog ,lawrence,2009,562
LATE,"ray, have you seen naveen? ",PRINCESS,The Princess and the Frog ,tiana,2009,563
LATE,"look at you, where's the ring at? ",NON-P,The Princess and the Frog ,ray,2009,564
LATE,what are you talking about? ,PRINCESS,The Princess and the Frog ,tiana,2009,565
LATE,"well, if captain say nothing i ain't gonna say nothing. because old ray sealed up tight as a drum you ain't got nothin' out of me, no! ",NON-P,The Princess and the Frog ,ray,2009,566
LATE,ray? ,PRINCESS,The Princess and the Frog ,tiana,2009,567
LATE,"okay, captain ain't gonna marry charlotte he gonna marry you. soon as he get himself kissed, and you both turn human, he go find a job, get you that restaurant. i said too much, didn't i? ",NON-P,The Princess and the Frog ,ray,2009,568
LATE,"you said just enough, ray! thank you, evangeline. he was trying to propose, that's what all that fumbling was about and here i thought, all he wanted was to marry a rich girl. ",PRINCESS,The Princess and the Frog ,tiana,2009,569
LATE,"sug', what are we looking for in here? ",NON-P,The Princess and the Frog ,ray,2009,570
LATE,you just keep your eyes at one of of the biggest gaudiest floats with a mardi gras princess about to kissed herself a ...a frog. ,PRINCESS,The Princess and the Frog ,tiana,2009,571
LATE,"dear beloved, we are gathered here tonight in this fine celebration to join together this prince and this woman in holy matrimony. ",NON-P,The Princess and the Frog ,priest,2009,572
LATE,"oh, no, this can't be right, darlin'. then how you can still be a frog? mama odie...she's... ",NON-P,The Princess and the Frog ,ray,2009,573
LATE,i know what we've seen with our eyes but... if we just go back there we gonna find that your fairy tale come true. ,NON-P,The Princess and the Frog ,ray,2009,574
LATE,"just because you wish for somethin', doesn't make it true. ",PRINCESS,The Princess and the Frog ,tiana,2009,575
LATE,it's like my evangeline always said to me ... ,NON-P,The Princess and the Frog ,ray,2009,576
LATE,"evangeline is nothing but a star, ray! a big ball of hot air a million miles from here. open your eyes now! before you get hurt. ",PRINCESS,The Princess and the Frog ,tiana,2009,577
LATE,she's just speaking out of a broken heart. that's all that is. come on evangeline. we gonna show chere the truth. ,NON-P,The Princess and the Frog ,ray,2009,578
LATE,"if any of you, object to the union of this two people speak now or forever hold your plea. ",NON-P,The Princess and the Frog , priest,2009,579
LATE,"me, me, i object. ",PRINCE,The Princess and the Frog ,prince naveen,2009,580
LATE,"do you, prince naveen, take charlotte to be your wife ... ",NON-P,The Princess and the Frog ,priest,2009,581
LATE,"cap, what are you doing, son? ",NON-P,The Princess and the Frog ,ray,2009,582
LATE,...as long as you both shall live? ,NON-P,The Princess and the Frog ,priest,2009,583
LATE,"what? i do ... yes, i'm for it. ",NON-P,The Princess and the Frog ,lawrence,2009,584
LATE,"is that you, cap? ",NON-P,The Princess and the Frog ,ray,2009,585
LATE,"ray, get me out of this box! ",PRINCE,The Princess and the Frog ,prince naveen,2009,586
LATE,"i can't hear you, i'm gonna get you out of this box. ",NON-P,The Princess and the Frog ,ray,2009,587
LATE,...as long as you both shall live? ,NON-P,The Princess and the Frog ,priest,2009,588
LATE,"oh, i do. ",NON-P,The Princess and the Frog ,charlotte,2009,589
LATE,"then so, by the power invested in me by the state of louisiana i now pronounce you ... man and. .. charlotte prince naveen! goodness gracious! are you all right? ",NON-P,The Princess and the Frog ,priest,2009,590
LATE,i just need a moment to compose myself. ,NON-P,The Princess and the Frog ,lawrence,2009,591
LATE,cheese and crackers! ,NON-P,The Princess and the Frog ,charlotte,2009,592
LATE,"lawrence, why are you doing this? ",PRINCE,The Princess and the Frog ,prince naveen,2009,593
LATE,it's payback for all those years of... humiliation. ,NON-P,The Princess and the Frog ,lawrence,2009,594
LATE,get your royal rump back on that wedding cake and finish this deal. ,NON-P,The Princess and the Frog ,dr. facilier,2009,595
LATE,what is he doing? stop him! ,NON-P,The Princess and the Frog ,dr. facilier,2009,596
LATE,give me that! ,NON-P,The Princess and the Frog ,lawrence,2009,597
LATE,i got it. it got me too! ,NON-P,The Princess and the Frog ,ray,2009,598
LATE,let go of that! ,NON-P,The Princess and the Frog ,lawrence,2009,599
LATE,stay out of sight! ,NON-P,The Princess and the Frog ,dr. facilier,2009,600
LATE,ray? ,NON-P,The Princess and the Frog ,louis,2009,601
LATE,"hey, why did you stop? ",NON-P,The Princess and the Frog ,other band member,2009,602
LATE,he's a real gator! ,NON-P,The Princess and the Frog ,man,2009,603
LATE,"cherie, cherie! ",NON-P,The Princess and the Frog ,ray,2009,604
LATE,ray? ,PRINCESS,The Princess and the Frog ,tiana,2009,605
LATE,"this proves what we saw ain't what we thought we saw. what is this? it's voodoo, how ya call it? the shadow man, he's been usin' voodoo... ",NON-P,The Princess and the Frog ,ray,2009,606
LATE,"you can't let shadow man get this, no matter what. now run girl, run! do not make me light my butt. i got lightin' on me. come here, you! ok, come! ok who's next? ",NON-P,The Princess and the Frog ,ray,2009,607
LATE,ray! what ... ray? ,NON-P,The Princess and the Frog ,louis,2009,608
LATE,back off! or i'm gonna break this into a million pieces. naveen? ,PRINCESS,The Princess and the Frog ,tiana,2009,609
LATE,"now, isn't this whole life better than hoppin' around bayou for the rest of your life?? ",NON-P,The Princess and the Frog ,dr. facilier,2009,610
LATE,shadow man? ,PRINCESS,The Princess and the Frog ,tiana,2009,611
LATE,"got a head to you, tiana. when you dream, you dream big. just look at this place! gonna be the crown jewel of the crescent city and all you got to do, to make this reality it's handle that little old talisman of mine. ",NON-P,The Princess and the Frog ,dr. facilier,2009,612
LATE,no. thisthis is not right. ,PRINCESS,The Princess and the Frog ,tiana,2009,613
LATE,"come on, darlin'? think of everything you sacrificed. ",NON-P,The Princess and the Frog ,dr. facilier,2009,614
LATE,"girl, all you ever do is work. ",NON-P,The Princess and the Frog ,geogria,2009,615
LATE,i told y'all she wouldn't come. ,NON-P,The Princess and the Frog ,violet,2009,616
LATE,think of all those maecenas who doubted you. ,NON-P,The Princess and the Frog ,dr. facilier,2009,617
LATE,you ain't never gonna get enough for the dang payment. ,NON-P,The Princess and the Frog ,burford,2009,618
LATE,"woman of your background, you better off where y'are. ",NON-P,The Princess and the Frog ,mr. fenner,2009,619
LATE,"and don't forget your poor daddy. now, that was one hard working man. ",NON-P,The Princess and the Frog ,dr. facilier,2009,620
LATE,"see you tomorrow, james! ",NON-P,The Princess and the Frog ,eudora,2009,621
LATE,"double, sometimes triple shifts. never let know how bone tired, beat down he really was. ",NON-P,The Princess and the Frog ,dr. facilier,2009,622
LATE,daddy! ,PRINCESS,The Princess and the Frog ,tiana,2009,623
LATE,"hey, babby cakes. ",NON-P,The Princess and the Frog ,james,2009,624
LATE,"shame on that hard work, didn't amount much more than a busted up, old gumbo pot. and a dream that never get off the back porch. but you ... you can give your poor daddy everything he ever wanted. come on, tiana. you're almost there. ",NON-P,The Princess and the Frog ,dr. facilier,2009,625
LATE,my daddy never did get what he wanted. but he had what he needed. he had love. never lost a sight what was really important. ,PRINCESS,The Princess and the Frog ,tiana,2009,626
LATE,easy with that! careful! ,NON-P,The Princess and the Frog ,dr. facilier,2009,627
LATE,and neither will i. ,PRINCESS,The Princess and the Frog ,tiana,2009,628
LATE,y'all should've taken my deal. now you will spend the rest of your life bein' a slimy little frog! ,NON-P,The Princess and the Frog ,dr. facilier,2009,629
LATE,"i got news for you, shadow man! it's not slime, it's mucus! ",PRINCESS,The Princess and the Frog ,tiana,2009,630
LATE,no! no! how am i ever gonna pay back my debt?! ,NON-P,The Princess and the Frog ,dr. facilier,2009,631
LATE,friends! ,NON-P,The Princess and the Frog ,dr. facilier,2009,632
LATE,are you ready? ,NON-P,The Princess and the Frog ,voodoo masks,2009,633
LATE,"no! i'm not ready at all! in fact, i got lots more plans! ",NON-P,The Princess and the Frog ,dr. facilier,2009,634
LATE,are you ready? ,NON-P,The Princess and the Frog ,voodoo masks,2009,635
LATE,"this is just a minor setback in a major operation! as soon as i whip up another spell, we'll be back in business! i still got that froggy prince locked away! i just need a little more time. no! no, please, no! just a little more time! i promise i'll pay y'all back! i promise! ",NON-P,The Princess and the Frog ,dr. facilier,2009,636
LATE,prince! prince naveen your shy and retirin' bride to be is gettin' antsy. ,NON-P,The Princess and the Frog ,charlotte,2009,637
LATE,"hello, darling! ",NON-P,The Princess and the Frog ,lawrence,2009,638
LATE,miss la bouff please down here. let me to introduce myself. i am the real prince naveen! ,PRINCE,The Princess and the Frog ,prince naveen,2009,639
LATE,of maldonia. ,PRINCE,The Princess and the Frog ,prince naveen,2009,640
LATE,did you say prince? ,NON-P,The Princess and the Frog ,charlotte,2009,641
LATE,"boys, drag this maggot down to the parish prison. ",NON-P,The Princess and the Frog ,big daddy,2009,642
LATE,i'm completely innocent. the shadow man bamboozled me. ,NON-P,The Princess and the Frog ,lawrence,2009,643
LATE,"goodness gracious! this is so much to absorb. let me see if i got this right. if i kiss you before midnight, you and tiana will turn human again, and then we gonna get ourselves married and live happily ever after! the end! ",NON-P,The Princess and the Frog ,charlotte,2009,644
LATE,"yeah, more or less. but remember, you must give tiana all the money she requires for her restaurant. because tiana ... she is my evangeline. ",PRINCE,The Princess and the Frog ,prince naveen,2009,645
LATE,"anything you want, sugar. pucker up, buttercup! ",NON-P,The Princess and the Frog ,charlotte,2009,646
LATE,wait! ,PRINCESS,The Princess and the Frog ,tiana,2009,647
LATE,tiana? ,NON-P,The Princess and the Frog ,charlotte,2009,648
LATE,tiana? ,PRINCE,The Princess and the Frog ,prince naveen,2009,649
LATE,don't do this. ,PRINCESS,The Princess and the Frog ,tiana,2009,650
LATE,i have to do this and we are running out of time! ,PRINCE,The Princess and the Frog ,prince naveen,2009,651
LATE,i won't let you! ,PRINCESS,The Princess and the Frog ,tiana,2009,652
LATE,it's the only way to get you your dream! ,PRINCE,The Princess and the Frog ,prince naveen,2009,653
LATE,"my dream? my dream wouldn't be complete... without you in it. i love you, naveen. ",PRINCESS,The Princess and the Frog ,tiana,2009,654
LATE,warts and all? ,PRINCE,The Princess and the Frog ,prince naveen,2009,655
LATE,warts and all. ,PRINCESS,The Princess and the Frog ,tiana,2009,656
LATE,"all my life, i read about true love and fairytales, and... tia, you found it! i'll kiss him! for you, honey! no marriage required. ",NON-P,The Princess and the Frog ,charlotte,2009,657
LATE,oh my word! mmaybe that ol' clock's a little fast! i'm so sorry! ,NON-P,The Princess and the Frog ,charlotte,2009,658
LATE,tiana! naveen! ,NON-P,The Princess and the Frog ,louis,2009,659
LATE,"louis, what is it? ",PRINCE,The Princess and the Frog ,prince naveen,2009,660
LATE,shadow man lay poor ray low! ,NON-P,The Princess and the Frog ,louis,2009,661
LATE,ray? ,PRINCESS,The Princess and the Frog ,tiana,2009,662
LATE,he's hurtin' awful bad. ,NON-P,The Princess and the Frog ,louis,2009,663
LATE,"hey, cherie! how come, y'all still ... ",NON-P,The Princess and the Frog ,ray,2009,664
LATE,"we are stayin' frogs, ray. and we are stayin' together. ",PRINCESS,The Princess and the Frog ,tiana,2009,665
LATE,"oh, i like that very much. evangeline like that too. ",NON-P,The Princess and the Frog , ray,2009,666
LATE,"so, by the power invested in me ... i now pronounce you frog and wife. get to it, hop lone, and give your lovely bride some sugar. congratulations! this gonna be good! ",NON-P,The Princess and the Frog ,mama odie,2009,667
LATE,"like i told y'all, kissing a princess breaks the spell. ",NON-P,The Princess and the Frog ,mama odie,2009,668
LATE,"once you became my wife, that made you ... ",PRINCE,The Princess and the Frog ,prince naveen,2009,669
LATE,a princess. you just kissed yourself a princess! ,PRINCESS,The Princess and the Frog ,tiana,2009,670
LATE,and i'm about to do it again! ,PRINCE,The Princess and the Frog ,prince naveen,2009,671
LATE,"in the south land there's a city way down on the river where the women are very pretty and all the men deliver they got music it's always playin' start in the day time, go all through the night when you hear that music playin' hear what i'm saying and make it feel alright ",NON-P,The Princess and the Frog , tiana,2009,672
LATE,who would've thought the prince woulda had a er brother. how old did you say you were? ,NON-P,The Princess and the Frog ,charlotte,2009,673
LATE,i'm six and a half. ,NON-P,The Princess and the Frog , prince,2009,674
LATE,"well, i waited this long. ",NON-P,The Princess and the Frog ,charlotte,2009,675
LATE,"grab somebody, come on down bring your paintbrush, we're painting the town there's some sweetness going around dreams do come true in new orleans. ",PRINCESS,The Princess and the Frog ,tiana,2009,676
LATE,"this is the story of how i died. don't worry, this is actually a very fun story and the truth is, it isn't even mine. this is the story of a girl named rapunzel and it starts with the sun now, once upon a time, a single drop of sunlight fell from the heavens and from this small drop of sun, grew a magic, golden flower. it had the ability to heal the sick and injured. oh, you see that old woman over there? you might want to remember her. she's kind of important. well, centuries passed, and a hop skip and a boat ride away there grew a kingdom. the kingdom was ruled by a beloved king and queen. the sick queen and the queen, well, she was about to have a baby. she got sick. really, sick. she was running out of time, and that's when people usually start to look for a miracle. or in this case, a magic golden flower. ah, i told you she'd be important. you see, instead of sharing the sun's gift, this woman, mothe gothel, hoarded its healng power and used it to keep herself for hundreds of years, and all she had to do was to sing a special song. ",PRINCE,Tangled ,flynn,2010,1
LATE,"flower, gleam and glow let your power shine make the clock reverse bring back what once was mine what once was mine ",NON-P,Tangled ,mother gothel,2010,2
LATE,"all right, you get the gist. she sings to it, she turns , creepy right? ",PRINCE,Tangled ,flynn,2010,3
LATE,we've found it! ,NON-P,Tangled ,guards,2010,4
LATE,"the magic of the golden flower healed the queen. a healthy baby girl, a princess was born, with beautiful golden hair. i'll give you a hint, that's rapunzel. ",PRINCE,Tangled ,flynn,2010,5
LATE,"to celebrate her birth, the king and queen launched a flying lantern into the sky. and for that one moment, everything was perfect. and then that moment ended. ",PRINCE,Tangled ,flynn,2010,6
LATE,"flower, gleam and glow let your power shine make the clock re",NON-P,Tangled ,mother gothel,2010,7
LATE,"gothel broke into the castle, stole the child and just like that gone. the kingdom searched and searched, but they could not find the princess. for deep within the forest, in a hidden tower, gothel raised the child as her own. ",PRINCE,Tangled ,flynn,2010,8
LATE,heal what has been hurt change the fate design save what has been lost bring back what once was mine what once was mine ,PRINCESS,Tangled ,rapunzel,2010,9
LATE,"gothel had found her new magic flower, but this time she was determined to keep it hidden. ",PRINCE,Tangled ,flynn,2010,10
LATE,why can't i go outside? ,PRINCESS,Tangled ,rapunzel,2010,11
LATE,"the outside world is a dangerous place, filled with horrible, selfish people. you must stay here, where you're safe. do you understand, flower? ",NON-P,Tangled ,mother gothel,2010,12
LATE,"yes, mommy. ",PRINCESS,Tangled ,rapunzel,2010,13
LATE,"but the walls of that tower could not hide everything. each year, on her birthday, the king and queen released thousands of lanterns into the sky, in hope that one day, their lost princess would return. ",PRINCE,Tangled ,flynn,2010,14
LATE,"ha! hmm, well, i guess pascal's not hiding out here... ",PRINCESS,Tangled ,rapunzel,2010,15
LATE,gotcha! that's twentytwo for me. how about twenty three out of forty five? ,PRINCESS,Tangled ,rapunzel,2010,16
LATE,"okay, well, what do you wanna do? ",PRINCESS,Tangled ,rapunzel,2010,17
LATE,"yeah, i don't think so. i like it in here and so do you. ",PRINCESS,Tangled ,rapunzel,2010,18
LATE,"oh, come on, pascal, it's not so bad in there... ",PRINCESS,Tangled ,rapunzel,2010,19
LATE,"start on the chores and sweep 'til the floor's all clean polish and wax, do laundry, and mop and shine up ",NON-P,Tangled ,"7 am, the usual morning lineup",2010,20
LATE,"15. and so i'll read a book or maybe two or three i'll add a few new paintings to my gallery i'll play guitar and knit and cook and basically just wonder when will my life begin? then after lunch it's puzzles and darts and baking papier mache, a bit of ballet and chess pottery and ventriloquy, candle making then i'll stretch, maybe sketch, take a climb, sew a dress! and i'll reread the books if i have time to spare i'll paint the walls some more, i'm sure there's room somewhere. and then i'll brush and brush, and brush and brush my hair stuck in the same place i've always been. and i'll keep wonderin' and wonderin' and wonderin' and wonderin' when will my life begin? tomorrow night, lights will appear just like they do on my birthday each year. what is it like out there where they glow? now that i'm older, mother might just let me go ... ",NON-P,Tangled ,"sweep again, and by then it's like 7",2010,21
LATE,wow! i could get used to view like this. ,PRINCE,Tangled ,flynn,2010,22
LATE,rider! c'mon! ,NON-P,Tangled ,stabbington,2010,23
LATE,"hold on. yup, i'm used to it. guys, i want a castle. ",PRINCE,Tangled ,flynn,2010,24
LATE,we do this job. you can buy your own castle. ,NON-P,Tangled ,stabbington,2010,25
LATE,"oh, hay fever? ",PRINCE,Tangled ,flynn,2010,26
LATE,yea. ,NON-P,Tangled ,guard,2010,27
LATE,"huh? hey, wait! hey, wait! ",NON-P,Tangled ,guard,2010,28
LATE,"can't you picture me in a castle of my own? 'cause i certainly can. all the things we've seen and it's only eight in the morning. gentlemen, this is a very big day! ",PRINCE,Tangled ,flynn,2010,29
LATE,"this is it. this is a very big day, pascal. hmmm. i'm finally gonna do it. i'm gonna ask her. ",PRINCESS,Tangled ,rapunzel,2010,30
LATE,rapunzel! let down you hair! ,NON-P,Tangled ,mother gothel,2010,31
LATE,it's time. ,PRINCESS,Tangled ,rapunzel,2010,32
LATE,"i know, i know, come on, don't let her see you. ",PRINCESS,Tangled ,rapunzel,2010,33
LATE,"rapunzel, i'm not getting any er down here. ",NON-P,Tangled ,mother gothel,2010,34
LATE,"coming, mother ",PRINCESS,Tangled ,rapunzel,2010,35
LATE,"hi, welcome home, mother. ",PRINCESS,Tangled ,rapunzel,2010,36
LATE,"uh, rapunzel! how you manage to do that every single day without fail! it looks absolutely exhausting, darling. ",NON-P,Tangled ,mother gothel,2010,37
LATE,"oh, it's nothing. ",PRINCESS,Tangled ,rapunzel,2010,38
LATE,"then i don't know why it takes so long! ergh, ho ho ho ho, darling, i'm just teasing. ",NON-P,Tangled ,mother gothel,2010,39
LATE,"hm, he he he. alright, so, mother, as you know, tomorrow is a very big day ",PRINCESS,Tangled ,rapunzel,2010,40
LATE,"rapunzel, look in that mirror. you know what i see? i see a strong, confident, beautiful lady. oh, look, you're here too. er... ha ha ha ha, i'm just teasing! stop taking everything so seriously, agh. ",NON-P,Tangled ,mother gothel,2010,41
LATE,"okay, so mother, as i was saying, tomorrow ",PRINCESS,Tangled ,rapunzel,2010,42
LATE,"rapunzel, mother's feeling a little rundown. would you sing for me, dear? that'll do. ",NON-P,Tangled ,mother gothel,2010,43
LATE,"oh! of course, mother. ",PRINCESS,Tangled ,rapunzel,2010,44
LATE,"flower, gleam and glow let your power shine make the clock reverse ",PRINCESS,Tangled ,rapunzel,2010,45
LATE,wait! ,NON-P,Tangled ,mother gothel,2010,46
LATE,bring back what once was mine ,PRINCESS,Tangled ,rapunzel,2010,47
LATE,wait! ,NON-P,Tangled ,mother gothel,2010,48
LATE,heal what has been hurt change the fate design save what has been lost bring back what once was mine ,PRINCESS,Tangled ,rapunzel,2010,49
LATE,rapunzel! ,NON-P,Tangled ,mother gothel,2010,50
LATE,"so, mother, earlier i was saying tomorrow's a pretty big day and you didn't really respond, so i'm just gonna tell you, it's my birthday! uh. tada! ",PRINCESS,Tangled ,rapunzel,2010,51
LATE,"no, no, no, can't be. i distinctly remember your birthday was last year. ",NON-P,Tangled ,mother gothel,2010,52
LATE,"that's the funny thing about birthdays–they're kind of an annual thing! uh, mother, i'm turning eighteen, and i wanted to ask, uh, what i really want for this birthday. . . actually what i really want for my birth–want for my birth– ",PRINCESS,Tangled ,rapunzel,2010,53
LATE,"okay, rapunzel, please, stop with the mumbling. you know how i feel about the mumbling–blahblahblahblah, it's very annoying, i'm just teasing, you're adorable, i love you so much, darling. agh. ",NON-P,Tangled ,mother gothel,2010,54
LATE,"ah, i want to see the floating lights. ",PRINCESS,Tangled ,rapunzel,2010,55
LATE,uhhuh. what? ,NON-P,Tangled ,mother gothel,2010,56
LATE,"oh. well, i was hoping you would take me to see the floating lights. ",PRINCESS,Tangled ,rapunzel,2010,57
LATE,oo. you mean the stars. ,NON-P,Tangled ,mother gothel,2010,58
LATE,"that's the thing. i've charted stars and they're always constant–but these–they appear every year on my birthday, mother–only on my birthday. and i can't help but feel like they're. . . they're meant for me. i need to see them, mother, and not just from my window. in person. i have to know what they are. ",PRINCESS,Tangled ,rapunzel,2010,59
LATE,"you want to go outside? why, rapunzel! look at you, as fragile as a flower still a little sapling, just a sprout you know why we stay up in this tower ",NON-P,Tangled ,mother gothel,2010,60
LATE,i know but. . . ,PRINCESS,Tangled ,rapunzel,2010,61
LATE,"that's right, to keep you safe and sound, dear guess i always knew this day was coming knew that soon you'd want to leave the nest soon, but not yet ",NON-P,Tangled ,mother gothel,2010,62
LATE,but– ,PRINCESS,Tangled ,rapunzel,2010,63
LATE,"shh! trust me, pet mother knows best ",NON-P,Tangled ,mother gothel,2010,64
LATE,mother knows best listen to your mother ,NON-P,Tangled ,mother gothel,2010,65
LATE,agh! ,PRINCESS,Tangled ,rapunzel,2010,66
LATE,"it's a scary world out there mother knows best one way or another something will go wrong, i swear ruffians, thugs, poison ivy, quicksand cannibals and snakes. . . the plague! ",NON-P,Tangled ,mother gothel,2010,67
LATE,no! ,PRINCESS,Tangled ,rapunzel,2010,68
LATE,yes! ,NON-P,Tangled ,mother gothel,2010,69
LATE,but– ,PRINCESS,Tangled ,rapunzel,2010,70
LATE,also large bugs ,NON-P,Tangled ,mother gothel,2010,71
LATE,ah! ,PRINCESS,Tangled ,rapunzel,2010,72
LATE,"men with pointy teeth, and stop, no more, you'll just upset me mother's right here, mother will protect you darling here's what i suggest skip the drama, stay with mama mother knows best ah, hahahaha. . . mother knows best take it from your mumsy on your own, you won't survive sloppy, underdressed, immature, clumsy please, they'll eat you up alive gullible, naive, positively grubby ditzy and a bit, well, hmm vague plus, i believe, gettin' kinda chubby i'm just saying 'cause i wuv you mother understands, mother's here to help you all i have is one request rapunzel? ",NON-P,Tangled ,mother gothel,2010,73
LATE,yes? ,PRINCESS,Tangled ,rapunzel,2010,74
LATE,don't ever ask to leave this tower again. ,NON-P,Tangled ,mother gothel,2010,75
LATE,"yes, mother. ",PRINCESS,Tangled ,rapunzel,2010,76
LATE,"uh, i love you very much, dear. ",NON-P,Tangled ,mother gothel,2010,77
LATE,i love you more. ,PRINCESS,Tangled ,rapunzel,2010,78
LATE,i love you most. ,NON-P,Tangled ,mother gothel,2010,79
LATE,"don't forget it, you'll regret it mother knows best! ",NON-P,Tangled ,mother gothel,2010,80
LATE,"rapunzel! i'll see you in a bit, my flower. ",NON-P,Tangled ,mother gothel,2010,81
LATE,i'll be here. ,PRINCESS,Tangled ,rapunzel,2010,82
LATE,"uh, uh. . . agh! oh no. no no no no no no no no no no, this is bad, this is very, very bad, this is really bad. . . they just can't get my nose right! ",PRINCE,Tangled ,flynn,2010,83
LATE,who cares? ,NON-P,Tangled ,stabbington,2010,84
LATE,well it's easy for you to say! you guys look amazing. ,PRINCE,Tangled ,flynn,2010,85
LATE,"uh, all right, okay, give me a boost, and i'll pull you up. ",PRINCE,Tangled ,flynn,2010,86
LATE,give us the satchel first. ,NON-P,Tangled ,stabbington,2010,87
LATE,"uh? i just–i can't believe that after all we've been through together, you don't trust me? ouch. ",PRINCE,Tangled ,flynn,2010,88
LATE,"now help us up, pretty boy. ",NON-P,Tangled ,stabbington,2010,89
LATE,"sorry, my hands are full. ",PRINCE,Tangled ,flynn,2010,90
LATE,what? rider! ,NON-P,Tangled ,stabbington,2010,91
LATE,retrieve that satchel at any cost! ,NON-P,Tangled ,captain,2010,92
LATE,yes sir! ,NON-P,Tangled ,guards,2010,93
LATE,"we got him now, maximus! ",NON-P,Tangled ,captain,2010,94
LATE,"ya, haha! –ooh! ",PRINCE,Tangled ,flynn,2010,95
LATE,"ugh! come on, fleabag, forward! ",PRINCE,Tangled ,flynn,2010,96
LATE,no! ,PRINCE,Tangled ,flynn,2010,97
LATE,"no! stop it, stop it! give it to me–give me that!– ",PRINCE,Tangled ,flynn,2010,98
LATE,ha! ,PRINCE,Tangled ,flynn,2010,99
LATE,ahhhhh! ,PRINCE,Tangled ,flynn,2010,100
LATE,alone at last. ,PRINCE,Tangled ,flynn,2010,101
LATE,ah! ,PRINCESS,Tangled ,rapunzel,2010,102
LATE,oh. ,PRINCESS,Tangled ,rapunzel,2010,103
LATE,huh? ,PRINCE,Tangled ,flynn,2010,104
LATE,"okay, okay, okay, i've got a person in my closet. i've got a person in my closet. i've got a person in my closet! haha! uh! too weak to handle myself out there, huh, mother? well. . . hmmhmm. . .tell that to my frying pan–",PRINCESS,Tangled ,rapunzel,2010,105
LATE,huh? ,PRINCESS,Tangled ,rapunzel,2010,106
LATE,rapunzel! ,NON-P,Tangled ,mother gothel,2010,107
LATE,oh! ,PRINCESS,Tangled ,rapunzel,2010,108
LATE,let down your hair! ,NON-P,Tangled ,mother gothel,2010,109
LATE,"one moment, mother! ",PRINCESS,Tangled ,rapunzel,2010,110
LATE,i have a big surprise! ,NON-P,Tangled ,mother gothel,2010,111
LATE,"uh, i do too! ",PRINCESS,Tangled ,rapunzel,2010,112
LATE,"oo, i bet my surprise is bigger! ",NON-P,Tangled ,mother gothel,2010,113
LATE,i seriously doubt it. ,PRINCESS,Tangled ,rapunzel,2010,114
LATE,"i brought back parsnips. i'm going to make hazelnut soup for dinner, your favourite–surprise! ",NON-P,Tangled ,mother gothel,2010,115
LATE,"well mother, there's something i want to tell you. ",PRINCESS,Tangled ,rapunzel,2010,116
LATE,"oh rapunzel, you know i hate leaving you after a fight especially when i've done absolutely nothing wrong. ",NON-P,Tangled ,mother gothel,2010,117
